Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,coordinates,original_latitude,original_longitude,new_latitude,new_longitude
Om Food Mart,78702.0,2022-03-14,91,"1425 E 12TH ST AUSTIN, TX 78702 ",10144570,Routine Inspection,"['30.2731', ' -97.72407']",30.2731, -97.72407,30.2729669,-97.7240198
Juiceland Westgate,78745.0,2022-03-14,95,"4526 WEST GATE BLVD AUSTIN, TX 78745 ",11369720,Routine Inspection,"['30.23116', ' -97.80082']",30.23116, -97.80082,30.2311704,-97.8009929
First Market,78745.0,2022-03-14,92,"7814 S 1ST ST AUSTIN, TX 78745 ",12102289,Routine Inspection,"['30.18418', ' -97.79246']",30.18418, -97.79246,30.1844526,-97.7928571
Primos Food Mart,78723.0,2022-03-11,88,"5327 CAMERON RD AUSTIN, TX 78723 ",12108577,Routine Inspection,"['30.31103', ' -97.70683']",30.31103, -97.70683,30.3110088,-97.7071139
Hilton Garden Inn Austin Downtown,78701.0,2022-03-11,99,"507 SABINE ST AUSTIN, TX 78701 ",10543115,Routine Inspection,"['30.26529', ' -97.73647']",30.26529, -97.73647,30.2654934,-97.7361143
Austin Achieve Public Schools,78752.0,2022-03-11,100,"7424 E US 290 HWY SVRD WB AUSTIN, TX 78752 ",11981929,Routine Inspection,"['30.32473', ' -97.67683']",30.32473, -97.67683,30.3259716,-97.6770706
Hang Fung Ginseng,78753.0,2022-03-11,98,"10901 N LAMAR BLVD AUSTIN, TX 78753 ",2804117,Routine Inspection,"['30.37841', ' -97.6879']",30.37841, -97.6879,30.3793365,-97.6869532
MN - Red Roof Inn & Suites,78653.0,2022-03-11,96,"11301 E US 290 HWY MANOR, TX 78653 ",11862547,Routine Inspection,"['30.34883', ' -97.55407']",30.34883, -97.55407,30.3481831,-97.5539111
Kellie's Baking Co.,78756.0,2022-03-11,92,"5245 BURNET RD AUSTIN, TX 78756 ",11178828,Routine Inspection,"['30.32525', ' -97.73959']",30.32525, -97.73959,30.325312,-97.739334
Taquerias Arandinas,78745.0,2022-03-11,73,"700 W WILLIAM CANNON DR AUSTIN, TX 78745 ",12395665,Routine Inspection,"['30.19757', ' -97.78794']",30.19757, -97.78794,30.1977474,-97.7878791
Days Inn University,78722.0,2022-03-11,97,"3105 N IH AUSTIN, TX 78722",11324340,Routine Inspection,,,,30.2887485,-97.7228057
La Mexicana Supermercado-Meat Counter,78724.0,2022-03-10,90,"14236 FM 969 RD AUSTIN, TX 78724 ",11248209,Routine Inspection,"['30.24793', ' -97.58464']",30.24793, -97.58464,30.2486061,-97.5843031
City Star Food,78702.0,2022-03-10,85,"31 N IH AUSTIN, TX 78702",2803861,Routine Inspection,,,,30.2540048,-97.736008
La Mexicana Supermercado-Store/Grocery,78724.0,2022-03-10,88,"14236 FM 969 RD AUSTIN, TX 78724 ",11248238,Routine Inspection,"['30.24793', ' -97.58464']",30.24793, -97.58464,30.2485685,-97.5842748
Oskar Blues Brewery,78758.0,2022-03-10,93,"10420 METRIC BLVD AUSTIN, TX 78758 ",11530249,Routine Inspection,"['30.38377', ' -97.71495']",30.38377, -97.71495,30.3841873,-97.7149731
Gelateria Gemelli,78702.0,2022-03-10,93,"1009 E 6TH ST AUSTIN, TX 78702 ",11293385,Routine Inspection,"['30.26493', ' -97.73205']",30.26493, -97.73205,30.2647687,-97.7321876
Family Dollar Store ,78753.0,2022-03-10,98,"9717 N LAMAR BLVD AUSTIN, TX 78753 ",10003497,Routine Inspection,"['30.3671', ' -97.69434']",30.3671, -97.69434,30.3657756,-97.6948161
Subway,78748.0,2022-03-10,93,"9300 S IH AUSTIN, TX 78748",2802744,Routine Inspection,,,,30.163856,-97.7904836
Starbucks Coffee Company ,78748.0,2022-03-10,89,"3328 W SLAUGHTER LN AUSTIN, TX 78748 ",10944981,Routine Inspection,"['30.18227', ' -97.84704']",30.18227, -97.84704,30.1827425,-97.8470223
7-Eleven Convenience Store ,78702.0,2022-03-10,81,"863 AIRPORT BLVD AUSTIN, TX 78702 ",10763641,Routine Inspection,"['30.25897', ' -97.69352']",30.25897, -97.69352,30.2592668,-97.6933367
C-Mart ,78748.0,2022-03-10,91,"3008 W SLAUGHTER LN AUSTIN, TX 78748 ",2803805,Routine Inspection,"['30.17904', ' -97.8404']",30.17904, -97.8404,30.1796538,-97.8402571
HEB Grocery -Retail & Meat/Seafood Market,78723.0,2022-03-10,93,"1801 E 51ST ST AUSTIN, TX 78723 ",10971971,Routine Inspection,"['30.30251', ' -97.69818']",30.30251, -97.69818,30.3032346,-97.6989482
Dominos Pizza,78758.0,2022-03-10,87,"1910 W BRAKER LN AUSTIN, TX 78758 ",11923762,Routine Inspection,"['30.39281', ' -97.70688']",30.39281, -97.70688,30.3930441,-97.7069732
Xian Noodles,78758.0,2022-03-09,73,"3401 ESPERANZA XING AUSTIN, TX 78758 ",11841772,Follow-Up Inspection,"['30.40064', ' -97.72695']",30.40064, -97.72695,30.4003732,-97.7272881
Fukumoto,78702.0,2022-03-09,82,"514 MEDINA AUSTIN, TX 78702 ",11395333,Routine Inspection,"['30.26449', ' -97.73163']",30.26449, -97.73163,30.2646193,-97.7317102
Clive Bar,78701.0,2022-03-09,94,"609 DAVIS ST AUSTIN, TX 78701 ",10307086,Routine Inspection,"['30.26017', ' -97.73854']",30.26017, -97.73854,30.259997,-97.738496
Hi Wings,78757.0,2022-03-09,86,"2525 W ANDERSON LN AUSTIN, TX 78757 ",11834180,Routine Inspection,"['30.35693', ' -97.73259']",30.35693, -97.73259,30.3551443,-97.7327197
Thundercloud Subs,78748.0,2022-03-09,85,"1807 W SLAUGHTER LN AUSTIN, TX 78748 ",2800742,Routine Inspection,"['30.17368', ' -97.82191']",30.17368, -97.82191,30.1713627,-97.8230378
Dollar General ,78753.0,2022-03-09,89,"9616 N LAMAR BLVD AUSTIN, TX 78753 ",10143953,Routine Inspection,"['30.36657', ' -97.69506']",30.36657, -97.69506,30.3660338,-97.6965442
Murphy USA # 7638,78729.0,2022-03-09,91,"9926 LAKE CREEK PKWY AUSTIN, TX 78729 ",11991716,Routine Inspection,"['30.47008', ' -97.78994']",30.47008, -97.78994,30.4688311,-97.7897981
Barton Springs Saloon,78704.0,2022-03-09,90,"424 S LAMAR BLVD AUSTIN, TX 78704 ",2803129,Routine Inspection,"['30.26123', ' -97.75848']",30.26123, -97.75848,30.2613355,-97.7587921
Montopolis Grocery,78741.0,2022-03-09,87,"1211 MONTOPOLIS DR AUSTIN, TX 78741 ",11081478,Routine Inspection,"['30.23147', ' -97.69933']",30.23147, -97.69933,30.2312468,-97.6990054
Full Circle Bar,78702.0,2022-03-08,73,"1810 E 12TH ST AUSTIN, TX 78702 ",11336804,Routine Inspection,"['30.27368', ' -97.7204']",30.27368, -97.7204,30.2738413,-97.7203177
Papa Johns Pizza ,78745.0,2022-03-08,93,"8106 BRODIE LN AUSTIN, TX 78745 ",2803127,Routine Inspection,"['30.20186', ' -97.83811']",30.20186, -97.83811,30.2026321,-97.8382298
Dear Diary Coffeehouse,78702.0,2022-03-08,93,"1212 CHICON ST AUSTIN, TX 78702 ",12392764,Routine Inspection,"['30.2744', ' -97.72004']",30.2744, -97.72004,30.2743744,-97.7201787
Metro Star Food Mart,78753.0,2022-03-08,89,"10304 N LAMAR BLVD AUSTIN, TX 78753 ",12024969,Routine Inspection,"['30.37263', ' -97.69191']",30.37263, -97.69191,30.3726444,-97.6921105
Rocheli Patisserie,78702.0,2022-03-08,83,"1212 CHICON ST AUSTIN, TX 78702 ",12394253,Routine Inspection,"['30.2744', ' -97.72004']",30.2744, -97.72004,30.2743744,-97.7201787
SV - Bougie's Donuts & Coffee,78745.0,2022-03-08,91,"5400 BRODIE LN SUNSET VALLEY, TX 78745 ",11673293,Routine Inspection,"['30.23036', ' -97.81987']",30.23036, -97.81987,30.232496,-97.820595
Wicked Wings,78748.0,2022-03-08,88,"615 W SLAUGHTER LN AUSTIN, TX 78748 ",12023528,Routine Inspection,"['30.17216', ' -97.80139']",30.17216, -97.80139,30.1724302,-97.8012299
OOB - McDonalds,78704.0,2022-03-07,95,"303 E OLTORF ST AUSTIN, TX 78704 ",2802715,Routine Inspection,"['30.2377', ' -97.75181']",30.2377, -97.75181,30.2375183,-97.752007
BC - Tadashi,78738.0,2022-03-07,76,"12820 HILL COUNTRY BLVD BEE CAVE, TX 78738 ",11022679,Routine Inspection,"['30.30932', ' -97.94126']",30.30932, -97.94126,30.3094623,-97.9410927
Family Dollar Store ,78757.0,2022-03-07,88,"8764 RESEARCH BLVD AUSTIN, TX 78757 ",10403572,Routine Inspection,"['30.36571', ' -97.71847']",30.36571, -97.71847,30.3653338,-97.7196916
Golden Rooster Feed General Store,78653.0,2022-03-07,98,"20306 ED ACKLIN RD AUSTIN, TX 78653 ",11334609,Routine Inspection,"['30.27875', ' -97.49611']",30.27875, -97.49611,30.2791345,-97.4959088
LW - Grump's Saloon BBQ & Live Music,78734.0,2022-03-07,86,"1113 N FM 620 RD LAKEWAY, TX 78734",12001807,Routine Inspection,,,,30.3748537,-97.9461624
Mi Casita,78725.0,2022-03-07,93,"9809 FM 969 RD AUSTIN, TX 78725 ",11633987,Routine Inspection,"['30.26844', ' -97.62654']",30.26844, -97.62654,30.2683367,-97.6268071
El Sazon de Carito - Jollyville,78759.0,2022-03-07,90,"11794 JOLLYVILLE RD AUSTIN, TX 78759 ",12395153,Routine Inspection,"['30.42171', ' -97.75451']",30.42171, -97.75451,30.4214707,-97.7547789
Dollar General Store ,78724.0,2022-03-07,95,"13712 FM 969 RD AUSTIN, TX 78724 ",10639326,Routine Inspection,"['30.24973', ' -97.58812']",30.24973, -97.58812,30.2502873,-97.5879646
Confituras Little Kitchen,78704.0,2022-03-07,96,"2129 GOODRICH AVE AUSTIN, TX 78704 ",11829091,Routine Inspection,"['30.24809', ' -97.77377']",30.24809, -97.77377,30.2480115,-97.7736107
Confituras,78704.0,2022-03-07,98,"2129 GOODRICH AVE AUSTIN, TX 78704 ",11840558,Routine Inspection,"['30.24809', ' -97.77377']",30.24809, -97.77377,30.2480115,-97.7736107
Snaxbasket #2,78723.0,2022-03-04,98,"4311 SPRINGDALE RD AUSTIN, TX 78723 ",12185658,Routine Inspection,"['30.28639', ' -97.682']",30.28639, -97.682,30.2863294,-97.6818157
Valor Public Schools,78745.0,2022-03-04,100,"220 FOREMOST DR AUSTIN, TX 78745 ",12003629,Routine Inspection,"['30.17906', ' -97.77991']",30.17906, -97.77991,30.179287,-97.7798709
Jet Stop,78741.0,2022-03-04,94,"2723 S IH AUSTIN, TX 78741",2803751,Routine Inspection,,,,30.2282465,-97.7435163
Master Donuts,78741.0,2022-03-04,84,"6100 E RIVERSIDE DR AUSTIN, TX 78741 ",11122788,Routine Inspection,"['30.22646', ' -97.70584']",30.22646, -97.70584,30.2263866,-97.7056475
This N That Craft,78741.0,2022-03-04,92,"1729 E RIVERSIDE DR AUSTIN, TX 78741 ",10317661,Routine Inspection,"['30.24327', ' -97.73034']",30.24327, -97.73034,30.2434303,-97.7297912
2222 Market,78756.0,2022-03-04,82,"1112 W KOENIG LN AUSTIN, TX 78756 ",11211426,Routine Inspection,"['30.32989', ' -97.72908']",30.32989, -97.72908,30.3299135,-97.7290143
Whole Foods Market,78759.0,2022-03-03,99,"9607 RESEARCH BLVD AUSTIN, TX 78759 ",2803492,Routine Inspection,"['30.3885', ' -97.74327']",30.3885, -97.74327,30.3892849,-97.7417475
Beverage Barn,78741.0,2022-03-03,89,"2001 E RIVERSIDE DR AUSTIN, TX 78741 ",2803502,Routine Inspection,"['30.24144', ' -97.72811']",30.24144, -97.72811,30.2435644,-97.7301175
"Goddard School, The",78748.0,2022-03-03,100,"2111 FRATE BARKER RD AUSTIN, TX 78748 ",10332373,Routine Inspection,"['30.14954', ' -97.84171']",30.14954, -97.84171,30.1490425,-97.8417024
Sunrise Mini Mart,78757.0,2022-03-03,84,"1809 W ANDERSON LN AUSTIN, TX 78757 ",2803500,Routine Inspection,"['30.35325', ' -97.72562']",30.35325, -97.72562,30.3531516,-97.7255032
Dollar General ,78617.0,2022-03-03,91,"13903 FM 812 RD AUSTIN, TX 78617 ",11621369,Routine Inspection,"['30.12111', ' -97.63577']",30.12111, -97.63577,30.120278,-97.635659
PF - Bon Bon's,78660.0,2022-03-03,96,"18816 LIMESTONE COMMERCIAL DR PFLUGERVILLE, TX 78660 ",12392300,Routine Inspection,"['30.46913', ' -97.59581']",30.46913, -97.59581,30.4691966,-97.5961423
Advantage Food Sampling @ Whole Foods Gateway,78759.0,2022-03-03,100,"9607 RESEARCH BLVD AUSTIN, TX 78759 ",12186568,Routine Inspection,"['30.3885', ' -97.74327']",30.3885, -97.74327,30.3892849,-97.7417475
Travis County Jail,78701.0,2022-03-03,99,"509 W 11TH ST AUSTIN, TX 78701 ",12153980,Routine Inspection,"['30.27423', ' -97.74649']",30.27423, -97.74649,30.2735157,-97.7467498
Johnny G's Butcher Block,78748.0,2022-03-03,100,"11600 MANCHACA RD AUSTIN, TX 78748 ",2801862,Routine Inspection,"['30.15193', ' -97.83407']",30.15193, -97.83407,30.1517837,-97.8338573
"Your Dream Wedding & Events, Inc.",78758.0,2022-03-03,98,"8309 RESEARCH BLVD AUSTIN, TX 78758 ",11538432,Routine Inspection,"['30.35625', ' -97.71509']",30.35625, -97.71509,30.3561322,-97.7148334
El Roy Country Corner,78617.0,2022-03-03,91,"13912 FM 812 RD AUSTIN, TX 78617 ",2803511,Routine Inspection,"['30.12051', ' -97.63507']",30.12051, -97.63507,30.1207259,-97.6348714
Cuatro Gato,78701.0,2022-03-03,70,"310 COLORADO ST AUSTIN, TX 78701 ",12393644,Routine Inspection,"['30.26617', ' -97.74497']",30.26617, -97.74497,30.2662983,-97.7451903
Riverside Grocery,78701.0,2022-03-03,99,"30 N IH AUSTIN, TX 78701",2803648,Routine Inspection,,,,30.2544287,-97.7371197
Little Brother South Congress,78704.0,2022-03-03,92,"1512 S CONGRESS AVE AUSTIN, TX 78704 ",12392337,Routine Inspection,"['30.24839', ' -97.75013']",30.24839, -97.75013,30.248496,-97.7505149
Kwik Mart,78744.0,2022-03-02,91,"4906 BURLESON RD AUSTIN, TX 78744 ",2803568,Routine Inspection,"['30.21274', ' -97.72985']",30.21274, -97.72985,30.2123776,-97.730078
"Settlement Home for Children, The",78758.0,2022-03-02,98,"1600 PAYTON GIN RD AUSTIN, TX 78758 ",10218796,Routine Inspection,"['30.3643', ' -97.71406']",30.3643, -97.71406,30.364951,-97.713266
Fresh Plus,78757.0,2022-03-02,84,"2917 W ANDERSON LN AUSTIN, TX 78757 ",10696090,Routine Inspection,"['30.35965', ' -97.73811']",30.35965, -97.73811,30.3582782,-97.7389463
Subway ,78757.0,2022-03-02,87,"7711 BURNET RD AUSTIN, TX 78757 ",12022069,Routine Inspection,"['30.35349', ' -97.73219']",30.35349, -97.73219,30.3540199,-97.7317078
Dollar Tree ,78753.0,2022-03-02,93,"9515 N LAMAR BLVD AUSTIN, TX 78753 ",10840628,Routine Inspection,"['30.36407', ' -97.69504']",30.36407, -97.69504,30.3637099,-97.6954845
Chef Vi's Catering,78729.0,2022-03-02,86,"8863 ANDERSON MILL RD AUSTIN, TX 78729 ",11357857,Routine Inspection,"['30.45412', ' -97.7731']",30.45412, -97.7731,30.4540091,-97.7722753
GoPuff,78757.0,2022-03-02,95,"8868 RESEARCH BLVD AUSTIN, TX 78757 ",12393160,Routine Inspection,"['30.36856', ' -97.71995']",30.36856, -97.71995,30.3694403,-97.7207593
MN - Domino's Pizza,78653.0,2022-03-02,97,"11211 E US 290 HWY MANOR, TX 78653 ",11018822,Routine Inspection,"['30.34877', ' -97.55568']",30.34877, -97.55568,30.348801,-97.55449
Tiny Pies,78756.0,2022-03-02,88,"5035 BURNET RD AUSTIN, TX 78756 ",12395222,Routine Inspection,"['30.32227', ' -97.73921']",30.32227, -97.73921,30.3222519,-97.739113
PF - Three Legged Goat,78660.0,2022-03-01,100,"200 E PECAN ST PFLUGERVILLE, TX 78660 ",12394347,Routine Inspection,"['30.43933', ' -97.61966']",30.43933, -97.61966,30.4396769,-97.6192586
Mavericks,78660.0,2022-03-01,90,"1700 GRAND AVENUE PKWY AUSTIN, TX 78660 ",10794436,Routine Inspection,"['30.45631', ' -97.66074']",30.45631, -97.66074,30.4566767,-97.6612133
Walgreens ,78751.0,2022-03-01,98,"4501 GUADALUPE ST AUSTIN, TX 78751 ",2803742,Routine Inspection,"['30.31102', ' -97.73289']",30.31102, -97.73289,30.3110187,-97.7325283
Opera Cafe,78747.0,2022-03-01,92,"11215 S IH AUSTIN, TX 78747",11172513,Routine Inspection,,,,30.1372164,-97.7957896
PF - milk + tea,78660.0,2022-03-01,86,"1608 TOWN CENTER DR PFLUGERVILLE, TX 78660 ",12392483,Routine Inspection,"['30.46389', ' -97.59805']",30.46389, -97.59805,30.4638539,-97.597816
HEB Food Store - Retail,78723.0,2022-03-01,99,"7112 ED BLUESTEIN BLVD AUSTIN, TX 78723 ",2803533,Routine Inspection,"['30.31268', ' -97.66279']",30.31268, -97.66279,30.3120539,-97.6647761
Capital City Bakery,78702.0,2022-03-01,92,"2211 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11045775,Routine Inspection,"['30.25545', ' -97.71986']",30.25545, -97.71986,30.255275,-97.7199278
PF - Menchie's Frozen Yogurt,78660.0,2022-03-01,100,"2324 FM 685 RD PFLUGERVILLE, TX 78660 ",12392464,Routine Inspection,"['30.46144', ' -97.59858']",30.46144, -97.59858,30.4617474,-97.5991971
Fluff Meringues & More,78756.0,2022-03-01,84,"4800 BURNET RD AUSTIN, TX 78756 ",12003413,Routine Inspection,"['30.31878', ' -97.73944']",30.31878, -97.73944,30.319136,-97.7394621
Veritas Academy,78652.0,2022-02-28,100,"13401 ESCARPMENT BLVD AUSTIN, TX 78652",12005040,Routine Inspection,,,,30.1633434,-97.9149398
Shop 24,78701.0,2022-02-28,92,"213 E 6TH ST AUSTIN, TX 78701 ",2800797,Routine Inspection,"['30.26753', ' -97.74092']",30.26753, -97.74092,30.267259,-97.741001
Vitamin Cottage Natural Food Markets,78759.0,2022-02-28,98,"10515 N MOPAC EXPY AUSTIN, TX 78759 ",10492569,Routine Inspection,"['30.39198', ' -97.73307']",30.39198, -97.73307,30.3874483,-97.7332291
Dairy Queen,78741.0,2022-02-28,92,"1501 TOWN CREEK DR AUSTIN, TX 78741 ",2800452,Routine Inspection,"['30.24198', ' -97.72708']",30.24198, -97.72708,30.2417939,-97.7267402
Ala Carte Menu Services,78702.0,2022-02-28,97,"900 CHICON ST AUSTIN, TX 78702 ",11779458,Routine Inspection,"['30.26461', ' -97.72119']",30.26461, -97.72119,30.2646809,-97.7223309
Fleming's Prime Steakhouse & Wine Bar,78701.0,2022-02-28,83,"320 E 2ND ST AUSTIN, TX 78701 ",2801747,Routine Inspection,"['30.2635', ' -97.74137']",30.2635, -97.74137,30.2637206,-97.741062
Bep Saigon,78753.0,2022-02-28,78,"12901 N IH AUSTIN, TX 78753",12046020,Routine Inspection,,,,30.416167,-97.6717642
Bandit Coffee,78703.0,2022-02-28,89,"706 N LAMAR BLVD AUSTIN, TX 78703 ",12394151,Routine Inspection,"['30.27331', ' -97.75314']",30.27331, -97.75314,30.2734728,-97.7534726
P F Chang's China Bistro,78701.0,2022-02-25,70,"201 SAN JACINTO BLVD AUSTIN, TX 78701 ",2801751,Routine Inspection,"['30.26399', ' -97.74165']",30.26399, -97.74165,30.2637817,-97.7414131
Kitty Cohen's,78702.0,2022-02-25,98,"2211 WEBBERVILLE RD AUSTIN, TX 78702 ",11109248,Routine Inspection,"['30.26192', ' -97.71648']",30.26192, -97.71648,30.2617911,-97.716407
LW - LT CORNER PUB,78734.0,2022-02-25,90,"1310 S FM 620 RD LAKEWAY, TX 78734",11618406,Routine Inspection,,,,30.3499863,-97.9653206
LW - Belmont Village Lakeway,78734.0,2022-02-25,83,"107 BELLA MONTAGNA CIR LAKEWAY, TX 78734 ",11961643,Routine Inspection,"['30.35886', ' -97.95833']",30.35886, -97.95833,30.358756,-97.958614
Palomita Child Development Center,78744.0,2022-02-25,100,"4905 MAUFRAIS LN AUSTIN, TX 78744 ",11320191,Routine Inspection,"['30.20033', ' -97.73889']",30.20033, -97.73889,30.2001386,-97.739503
OOB - Mc Donald's ,78704.0,2022-02-25,99,"710 E BEN WHITE BLVD AUSTIN, TX 78704 ",2802549,Routine Inspection,"['30.21851', ' -97.7547']",30.21851, -97.7547,30.2203402,-97.7537139
Del Valle ISD- Concession Stand #4 (Gym),78617.0,2022-02-25,97,"5201 ROSS RD AUSTIN, TX 78617 ",10333615,Routine Inspection,"['30.17804', ' -97.61556']",30.17804, -97.61556,30.1801242,-97.6122689
Which Wich,78757.0,2022-02-25,90,"2525 W ANDERSON LN AUSTIN, TX 78757 ",12185885,Routine Inspection,"['30.35693', ' -97.73259']",30.35693, -97.73259,30.355791,-97.7335891
Alonti Catering,78758.0,2022-02-25,91,"12001 BURNET RD AUSTIN, TX 78758 ",10593012,Routine Inspection,"['30.40778', ' -97.71391']",30.40778, -97.71391,30.40758,-97.7134166
Jersey Mike's Subs,78757.0,2022-02-25,90,"2700 W ANDERSON LN AUSTIN, TX 78757 ",10969460,Routine Inspection,"['30.3581', ' -97.73512']",30.3581, -97.73512,30.3590321,-97.7342864
Nordstrom's E- Bar,78746.0,2022-02-24,95,"2901 S CAPITAL OF TEXAS HWY NB AUSTIN, TX 78746 ",2801828,Routine Inspection,"['30.25613', ' -97.81065']",30.25613, -97.81065,30.2587098,-97.8083529
Drop Kick Cocktail Bar and Kitchen,78702.0,2022-02-24,91,"1630 E 6TH ST AUSTIN, TX 78702 ",11952670,Routine Inspection,"['30.26245', ' -97.72488']",30.26245, -97.72488,30.2626505,-97.7245486
Austin Baptist Chapel,78702.0,2022-02-24,95,"908 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",2800389,Routine Inspection,"['30.26069', ' -97.7349']",30.26069, -97.7349,30.2607946,-97.7348556
"Grackle, The",78702.0,2022-02-24,94,"1700 E 6TH ST AUSTIN, TX 78702 ",10509641,Routine Inspection,"['30.26228', ' -97.7243']",30.26228, -97.7243,30.2626833,-97.7241582
Sip Saam Thai,78729.0,2022-02-24,90,"6301 W PARMER LN AUSTIN, TX 78729 ",11597842,Routine Inspection,"['30.44545', ' -97.74332']",30.44545, -97.74332,30.4451666,-97.7445527
Premier High School,78745.0,2022-02-24,97,"1701 W BEN WHITE BLVD A AUSTIN, TX 78745 ",10221368,Routine Inspection,"['30.22822', ' -97.78558']",30.22822, -97.78558,30.226571,-97.783437
Whole Foods Market - Retail Foods,78703.0,2022-02-24,100,"525 N LAMAR BLVD AUSTIN, TX 78703 ",2804053,Routine Inspection,"['30.2707', ' -97.7537']",30.2707, -97.7537,30.2706339,-97.753587
CVS / Pharmacy ,78728.0,2022-02-24,100,"2113 W WELLS BRANCH PKWY AUSTIN, TX 78728 ",12393196,Routine Inspection,"['30.43596', ' -97.68401']",30.43596, -97.68401,30.4356335,-97.6847263
7-Eleven Convenience Store # 371138A,78705.0,2022-02-24,72,"2803 SAN JACINTO BLVD AUSTIN, TX 78705 ",11609940,Routine Inspection,"['30.29059', ' -97.73456']",30.29059, -97.73456,30.2907837,-97.7342652
St. Elmo Brewing Co.,78745.0,2022-02-23,95,"440 E ST ELMO RD AUSTIN, TX 78745 ",11517872,Routine Inspection,"['30.21515', ' -97.76228']",30.21515, -97.76228,30.2174931,-97.7612044
Manon's Shared Kitchen,78758.0,2022-02-23,98,"8309 RESEARCH BLVD AUSTIN, TX 78758 ",12393358,Routine Inspection,"['30.35625', ' -97.71509']",30.35625, -97.71509,30.3561322,-97.7148334
PF - Best Western Plus Inn & Suites,78660.0,2022-02-23,92,"16101 IMPACT WAY PFLUGERVILLE, TX 78660 ",12392373,Routine Inspection,"['30.4223', ' -97.5905']",30.4223, -97.5905,30.4220094,-97.5899541
Circle K # 2741396,78759.0,2022-02-23,100,"10713 JOLLYVILLE RD AUSTIN, TX 78759 ",2803430,Routine Inspection,"['30.40058', ' -97.74894']",30.40058, -97.74894,30.4003216,-97.7484635
Mosaic Market,78723.0,2022-02-23,85,"4600 MUELLER BLVD AUSTIN, TX 78723 ",10885084,Routine Inspection,"['30.29831', ' -97.70726']",30.29831, -97.70726,30.2988793,-97.707407
JW Marriott Austin-Dean's Italian Steakhouse/Lobby Bar,78701.0,2022-02-23,99,"110 E 2ND ST AUSTIN, TX 78701 ",11274927,Routine Inspection,"['30.2641', ' -97.7435']",30.2641, -97.7435,30.2645713,-97.743198
Infamous Brewing Co.,78734.0,2022-02-23,95,"4602 WELETKA DR AUSTIN, TX 78734 ",10884063,Routine Inspection,"['30.40675', ' -97.92554']",30.40675, -97.92554,30.4068729,-97.9258884
Lux Boards,78742.0,2022-02-23,99,"502 THOMPSON LN AUSTIN, TX 78742 ",12394582,Routine Inspection,"['30.2387', ' -97.68383']",30.2387, -97.68383,30.2388745,-97.6840444
